critical_ratio,resonance_ratio,gradient_ratio,energy_ratio,radial_ratio,radial_sign_agrees,lambda_critical_sd,lambda_critical_maxwell,cancellation_gap
0.31,0.51875,1.625,0.8480401775514274,1.595190853692186,True,-0.8359435900757733,-1.5724367835280035,0.7364931934522302
0.31,0.51875,1.75,0.8480401775514274,1.6819541293873979,True,-0.8156298339528731,-1.6176733173534104,0.8020434834005372
0.31,0.51875,1.875,0.8480401775514274,1.7738573595274238,True,-0.7962799205103368,-1.6655897145339156,0.8693097940235788
0.31,0.51875,2.0,0.8480401775514274,1.8713712311890374,True,-0.777826841156056,-1.7164313813396144,0.9386045401835583
0.31,0.528125,0.0,0.8237928853458055,0.7891954562446828,True,-1.2476672223226601,-1.1952680343301794,0.05239918799248078
0.31,0.528125,0.125,0.8237928853458055,0.8355848671815376,True,-1.2000260243416976,-1.2172035034546704,0.01717747911297285
0.31,0.528125,0.25,0.8237928853458055,0.8837087795231673,True,-1.1558892948093062,-1.2399591403985504,0.08406984558924413
0.31,0.528125,0.375,0.8237928853458055,0.9336663261459885,True,-1.1148840701989995,-1.263581820647107,0.1486977504481075
0.31,0.528125,0.5,0.8237928853458055,0.9855643410332042,True,-1.0766884974302886,-1.2881220611931765,0.2114335637628879
0.31,0.528125,0.625,0.8237928853458055,1.0395181219086633,True,-1.0410233687432633,-1.3136343811524485,0.27261101240918517
0.31,0.528125,0.75,0.8237928853458055,1.0956522853295037,True,-1.0076452850649409,-1.340177706098373,0.33253242103343217
0.31,0.528125,0.875,0.8237928853458055,1.154101727584832,True,-0.9763410937245822,-1.367815822427996,0.3914747287034137
0.31,0.528125,1.0,0.8237928853458055,1.215012706996139,True,-0.9469233317395072,-1.3966178891332173,0.4496945573937101
0.31,0.528125,1.125,0.8237928853458055,1.2785440658988243,True,-0.9192264687856416,-1.426659015620979,0.5074325468353375
0.31,0.528125,1.25,0.8237928853458055,1.3448686137988703,True,-0.8931037907740993,-1.4580209157459372,0.5649171249718379
